0,0,0,269,192,191,191,191,191,281,399,528,637,679,791,839,841,838,838,812,578,448,410,310,310,310,310,311,311,311,308,308,350,402,405,407,391,374,372,372,401,475,597,710,727,767,827,843,843,843,843,759,594,461,409,381,378,378,378,391,397,401,409,448,474,488,492,495,495,495,495,475,404,388,388,388,388,423,497,512,517,522,522,522,482,444,437,448,455,464,488,496,496,496,496,508,557,582,592,0
0,0,0,82,84,83,83,83,83,121,188,244,294,297,274,250,248,247,247,247,247,247,309,503,503,503,503,505,507,507,511,511,412,296,272,270,270,268,268,268,268,255,225,190,178,156,129,125,125,125,125,162,184,161,157,159,162,163,163,181,234,352,418,468,479,485,485,485,485,485,485,402,299,278,278,278,278,254,219,205,201,197,197,217,397,525,589,628,634,631,615,609,609,609,609,474,177,54,30,0
592,592,592,402,219,162,137,136,136,136,178,441,638,687,751,799,804,805,805,725,502,369,316,316,316,316,328,335,336,336,336,336,336,336,341,344,352,378,399,402,402,402,402,402,389,362,358,358,358,358,358,401,684,868,876,876,858,844,844,824,608,488,485,482,443,437,437,437,445,477,484,470,459,487,487,487,496,507,509,509,509,509,509,481,454,441,421,404,396,396,396,396,396,455,502,514,516,516,516,0
30,30,30,62,98,101,102,102,102,102,102,138,172,191,215,243,245,245,245,239,217,238,384,427,427,434,470,497,501,531,536,536,536,536,472,421,378,315,259,251,251,251,251,251,261,277,279,279,279,279,279,264,178,159,159,157,141,125,125,130,210,228,228,198,162,162,163,163,184,236,303,430,494,621,621,619,551,507,502,502,502,502,490,403,352,337,305,272,258,258,258,258,258,219,202,199,199,199,199,0
516,516,516,307,221,207,179,135,135,135,203,696,904,914,914,871,843,835,835,835,835,808,484,484,484,483,408,364,351,350,350,350,350,354,374,375,375,375,375,375,499,729,761,770,778,788,792,792,792,739,598,514,499,467,428,405,405,405,405,407,479,509,521,524,524,524,524,524,518,428,328,323,323,323,342,371,381,381,381,402,475,487,498,516,536,538,538,462,458,510,531,531,524,479,475,475,475,475,475,0
199,199,199,71,82,82,83,88,88,88,88,203,322,329,329,281,257,250,250,250,250,262,515,515,515,515,537,554,558,558,558,558,558,342,265,264,265,265,265,265,172,83,89,110,130,136,136,136,136,142,205,189,177,177,190,191,191,191,191,210,379,442,470,481,481,481,349,275,261,277,289,289,289,289,289,279,275,275,275,265,219,212,205,196,188,188,188,271,315,450,484,484,511,583,614,617,617,617,617,0
475,475,475,475,374,294,294,294,191,150,150,150,150,421,539,621,661,708,723,763,815,824,824,824,644,278,131,121,155,219,252,272,305,321,328,328,328,328,328,337,337,342,344,347,347,347,347,441,870,907,907,899,871,823,821,821,821,815,737,601,519,503,487,468,434,408,407,407,407,407,456,492,496,501,503,503,503,503,502,481,454,436,421,409,403,403,419,468,487,495,537,565,567,567,558,527,511,503,501,499
617,617,617,617,98,109,109,109,101,98,98,98,98,209,247,262,278,251,236,229,229,229,229,229,264,439,475,478,489,508,512,514,517,522,524,524,524,524,521,447,329,276,268,267,267,267,267,239,161,154,154,150,147,134,134,134,134,142,210,198,181,174,169,171,183,191,192,192,192,198,327,421,438,457,464,464,464,442,364,317,295,287,281,276,276,276,269,245,234,227,198,181,181,181,214,427,576,608,618,619
499,499,499,282,247,225,182,159,159,159,202,425,688,749,777,782,783,783,783,723,605,499,479,479,452,367,355,348,344,344,344,344,344,377,388,394,388,367,364,364,364,451,631,690,732,755,770,790,797,802,802,802,770,696,625,589,519,487,471,451,442,442,442,442,447,529,529,529,528,517,511,511,511,511,511,499,465,459,442,377,377,377,377,377,377,377,377,439,505,508,508,508,508,508,508,508,488,488,488,0
619,619,619,77,90,94,94,90,90,90,90,91,134,205,247,254,254,254,254,252,272,331,345,345,392,509,535,549,552,552,552,502,454,281,234,214,235,267,269,269,269,269,274,243,210,177,157,147,142,138,138,138,187,249,261,241,225,217,208,197,194,194,194,197,252,422,422,422,429,450,462,463,464,464,447,371,343,338,327,292,292,292,292,292,292,292,292,257,203,194,194,194,194,194,194,197,501,501,501,0
